id,tokens,ner_tags
480,"['No', 'tasting', 'today', 'due', 'to', 'my', 'being', 'out', 'Sick', '...', 'ugh', '.', 'But', 'next', 'Friday', 'we', 'will', 'have', 'Mark', 'Rowan', 'from', 'Novel', 'Wines', 'here', '...', 'http://fb.me/G2CLHL1H']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 0, 1, 2, 0, 0, 0]"
481,"['its', 'friday', '.', 'but', 'instead', 'of', 'partying', 'or', 'doing', 'homework', '.', ""I'm"", 'going', 'to', 'tumblr', 'for', 'a', 'bit', 'and', 'sleep', 'XD']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
482,"['@mynameisraven', 'get', 'on', 'skype', 'or', 'ichat', 'when', 'you', 'see', 'this', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
483,"['RT', '@Sn00ki', ':', 'Haha', 'yes', '!!!', 'I', 'love', 'that', 'you', 'knew', 'that', ':)', 'RT', '@trishamelissa', '@Sn00ki', 'Is', 'phenomenal', 'the', 'word', 'of', 'the', 'day', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
484,"['Also', ',', 'I', 'learned', 'at', 'school', 'today', 'that', 'everyone', ',', 'in', 'fact', ',', 'knows', '@penguin1124', '.', '(', 'I', 'learned', 'this', ',', 'no', 'joke', ',', 'during', 'choir', '.', ')', '#fact']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
485,"['@zfarmville', 'funnyordie', ':', 'Text', 'messages', 'are', 'like', 'Gremlins', '.', 'Keep', 'them', 'away', 'from', 'drinks', 'and', 'proceed', 'with', 'caution', 'after', 'midnight', '.', 'http:///5dkkZ']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
486,"['@OGOchoCinco', 'ocho', 'you', 'know', 'your', 'talent', ',', 'I', 'have', 'agreed', 'with', 'every', 'statement', 'you', 'have', 'said', 'over', 'the', 'past', '2', 'years']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
487,"['Just', 'got', 'all', 'caught', 'up', 'on', 'my', 'flagged', 'emails', 'from', 'the', 'week', '.', 'Now', 'I', 'feel', 'good', 'about', 'leaving', 'the', 'office', 'for', 'the', 'weekend', '.', 'TGIF', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
488,"['RT', '@AllTeensThings', ':', 'Christmas', 'was', 'so', 'much', 'better', 'when', 'there', 'was', 'a', 'santa', ':(', '#allteensthings']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
489,"['@26Promo', 'YOU', 'CAN', 'DO', 'IT', '!', 'Just', 'start', 'with', 'one', 'task', 'at', 'a', 'time', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
490,"['@aszreal', 'SO', 'PROUD', '.', 'also', 'I', ""haven't"", 'written', 'a', 'word', 'since', 'Sunday', 'night', '.', '=(', 'I', 'wrote', '500', 'on', 'the', 'plane', '.', '(', 'Yes', ',', 'chapter', 'five', '!', '@thegypsyscribe', 'lol', ';)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
491,"['RT', '@LilTwist', ':', 'RT', 'this', 'if', 'you', 'want', 'me', 'to', 'go', 'back', 'live', 'on', 'Ustream', 'later', 'tonight']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
492,"[""'I"", 'just', 'took', '""', 'When', 'your', 'mom', 'makes', 'you', 'go', 'live', 'with', 'your', 'dad', 'Scooter', 'Braun', ',', 'your', 'life', 'turns', '...""', 'and', 'got', ':', 'Part', '1', '!', 'Try', 'it', ':', ""http://bit.ly/ch09f2'""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
493,"['It', ""'s"", 'time', 'to', 'CELEBRATE', '!!!!!!', 'YESSSSS', '!!!', 'We', 'going', 'in', 'tonight', '!!!!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
494,"['is', 'there', 'actually', 'anything', 'on', 'UK', 'tv', 'tonight', '!']","[0, 0, 0, 0, 0, 7, 0, 0, 0]"
495,"[""I'll"", 'be', 'gone', 'till', 'november', ',', 'but', 'I', ""ain't"", 'even', 'trippin', 'cause', 'I', 'know', 'drizzy', 'gonna', 'kill', 'em', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
496,"['@uppercasem', '@cecinestpastom', 'pig', 'pinata', 'for', 'the', 'big', 'day', '?', 'http://j.mp/9ack1V']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
497,"[""i'm"", 'off', 'to', 'bed', '!', 'tomorrow', ""i'll"", 'go', 'to', 'Nijverdal', 'and', 'meet', '@ElineEpica', 'there', ',', 'on', 'her', 'sweeeet16', '#partyyy']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
498,"['check', 'out', '@140hours', 'auction', 'starts', 'tonight', '!', 'Dreaming', 'Storm', 'http://bit.ly/5Bq0Qm']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
499,"['argrgrgr', 'hy', 'is', 'it', 'already', 'midway', 'through', 'sep', '!!!!', ':(']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
500,"['tonight', 'at', 'The', 'Lodge', ':', 'braised', 'bison', 'shortribs', ',', 'kabocha', 'squash', 'risotto', 'http://twitpic.com/2pdu4g']","[0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
501,"['Thanks', 'for', 'all', 'you', 'do', ':', '@marketinghabit', ',', '@girlfriendgroup', ',', '@cjhayden', ',', '@KadenaSimon', '.', 'You', 'bolstered', 'my', 'week', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
502,"['@borneobaby', 'THAT', 'is', 'exactly', 'how', 'I', 'am', 'feelin', '!', 'Just', 'under', '1', 'hour', '2', 'go', '&amp;', 'still', 'unsure', '.', 'Havent', 'slept', 'in', 'days', 'thinkin', 'about', 'wat', 'I', 'wd', 'wear', 'and', 'say', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
503,"['i', 'decided', 'im', 'gonna', 'sleep', 'at', 'my', 'mommys', 'tonight', 'and', 'hang', 'out', 'there', 'after', 'filming', 'tomorrow', 'morning', 'till', 'i', 'work', '.', 'oh', 'the', 'sacrafices', 'i', 'make', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
504,"['@darynjones', 'imma', 'tell', 'you', 'one', 'time', '!', 'JUTHTIN', 'BEAVERRRR', '!!!!']","[0, 0, 0, 0, 0, 0, 0, 9, 10, 0]"
505,"['All', 'Night', 'Skate', 'Session', 'tomorrow', 'night', '!', 'Hope', 'to', 'see', 'you', 'all', 'there', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
506,"['sunny', 'friday', ':)']","[0, 0, 0]"
507,"['@SheSo_Major', 'they', 'giving', 'the', 'nigga', 'a', 'realllllll', 'hard', 'time', 'about', 'it', 'lmfaoo', 'as', 'they', 'should', 'and', 'now', 'his', 'feelings', 'are', 'hurt', '...', 'i', 'like', 'him', 'tho', 'LMAO']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
508,"['@TexusMade', 'lol', '.', 'Try', 'cudos', '!', 'I', 'neva', 'been', 'round', 'this', 'time', 'doe', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
509,"['#cl', 'CamelBak', 'BPA-Free', 'Better', 'Bottle', 'with', 'Bite', 'Valve', 'by', 'Camelbak', '93', 'days', 'in', 'the', 'top', '100', '(', '494)Buy', 'new', ':', '$', '4.99', '-', '$1', '...', 'http://bit.ly/9YA597']","[0, 11, 12, 12, 12, 12, 12, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
510,"['Shoutout', 'to', '@HarryReid', 'for', 'his', 'help', 'with', 'DADT', '.', 'Thanks', 'for', 'following', '.', 'Good', 'luck', 'on', 'Tuesday', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
511,"['@TeemoneeNYC', 'lmao', 'Sunday', 'can', 'be', 'done']","[0, 0, 0, 0, 0, 0]"
512,"['@LewisDixon', 'Trust', 'me', '!', 'im', 'gonna', 'be', 'bringing', 'out', 'music', 'like', 'theres', 'no', 'tomorrow', ',', 'Be', 'doing', 'pure', 'blog', 'videos', '&amp;', 'freestyle', 'videos', '#Moesh', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
513,"['#SIUC', 'Whats', 'the', 'Plan', 'For', 'tonight', '??', 'Whos', 'Goin', 'to', 'the', 'BLAST']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8]"
514,"['I', 'should', 'not', 'be', 'awake', 'at', 'this', 'hour', 'on', 'a', 'Saturday', '.', 'Blerghhhhh', '.', 'Good', 'cause', 'though', '.', 'I', 'hope', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
515,"['Baseball', 'Tips', 'On', 'Hitting', '--', 'How', 'To', 'Approach', 'The', 'Flame', 'Throwers', '!', 'http://t.co/vaVT5LW', '#mlb', 'select', 'league', '#baseball', '#FF', 'Follow', 'Friday', '..']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
516,"['@weezywiii', 'yes', 'i', 'do', '..', 'scouts', 'dont', 'smoke', 'week']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
517,"['I', ""ain't"", 'necessary', 'listenin', ""'"", 'to', 'the', 'lyrics', 'but', 'the', 'beat', 'got', 'head', ""rockin'."", '&quot;', 'It', ""'s"", 'Gucci', 'Time', '!&quot;', '#nodisrespect', 'I', 'fucks', 'with', 'every', 'now', '&amp;', 'then', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
518,"['Do', 'you', 'ever', 'have', 'fights', 'with', 'your', 'running', 'shoes', '?', 'You', 'know', ',', 'when', 'your', 'shoes', 'want', 'to', 'exercise', 'but', 'you', ""don't."", 'Well', '...', 'http://fb.me/xKyLBInS']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
519,"['10', 'Things', 'You', 'May', 'Have', 'Missed', 'On', 'TV', 'This', 'Week', '[', 'Mixed', 'Bag', ']', 'http://bit.ly/9vZOUc']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
520,"['@amandaguido', 'i', 'didnt', 'sseee', 'you', 'today', ':(']","[0, 0, 0, 0, 0, 0, 0]"
521,"[""I'm"", 'shattered', '!!', ""I'm"", 'looking', 'forward', 'to', 'having', 'a', 'nice', 'long', 'lay', 'in', ',', 'in', 'the', 'morning', ':D']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
522,"['@Johnterrysbabe', 'lol', ""I'm"", 'not', 'up', 'to', 'much', ""I'm"", 'just', 'off', 'to', 'bed', 'lol', 'had', 'a', 'long', 'day', 'cht', 'tumoz', ':)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
523,"['On', 'the', 'amusing', 'side', '....:', 'When', 'we', '-', 'with', 'dozens', 'of', 'other', 'journalists', '-', 'were', 'at', 'the', 'event', 'waiting', 'to', 'see', 'if', '...', 'http://fxn.ws/aAnazd']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
524,"['@joeymcintyre', 'I', 'heart', 'you', '.', 'Even', 'if', 'I', ""haven't"", 'seen', 'u', 'in', 'months', '...', 'SEND', 'A', 'PIC', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
525,"['Lederhosen', ',', 'lederhosen', ',', ""you're"", 'so', 'delicious', ',', 'I', 'love', 'you', 'more', 'than', '...', 'all', 'the', 'other', 'foreign', 'pants', 'that', 'I', 'need', 'to', 'borrow', 'for', 'a', 'single', 'day', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
526,"['After', 'work', 'nap', 'time', ';', 'Shhhhhhh', '*Do', 'not', 'disturb*']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
527,"['#aberdeen', 'RT', '@flook_firehose2010Polar', 'Bear', 'http://flook.it/c/1H1HZq', 'Sun', ',', '17', 'Oct', '2010', 'at', '10:28', 'am', 'The', 'Tunnels', 'Carnegies', 'Brae', 'Aberdeen', 'Un', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
528,"['After', 'work', ""I'm"", 'breaking', 'glass', 'against', 'my', 'house', 'and', 'then', 'doing', 'yoga', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
529,"['RT', '@ctvedmonton', ':', 'surprise', ',', 'surprise', '...', 'Frost', 'WARNINGS', 'in', 'effect', 'for', 'pretty', 'much', 'all', 'of', 'Ctl', '&amp;', 'N', 'Alta', 'again', 'tonight', '.', 'that', 'includes', 'the', 'c', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
530,"['have', 'to', 'sleep', 'now', '!', 'gym', ',', 'facial', ',', 'then', 'SUPAHFEST', 'tonight', 'i', 'need', 'my', 'kuya', ""'s"", 'driver', '...', 'MOSH', 'PIT', 'VIP', 'common']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
531,"[""'WHEN"", 'HE', 'SAY', '""', 'iS', 'YOU', 'CHEATiN', 'ON', 'ME', '""', 'THAT', 'JUST', '#REALLYMEANS', ',', 'HE', 'ALREADY', 'CHEATiN', ""!'""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
532,"['\'""', 'We', 'still', 'need', 'eachother', 'when', 'we', 'stumble', 'and', 'fall', '..""', '""', 'We', 'both', 'know', 'our', 'heart', 'is', 'breaking', ',', 'can', 'we', 'learn', 'from', 'our', 'mistakess', '?""\'']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
533,"['#sp', 'Facebook', 'Job-Hunting', 'App', 'BranchOut', 'Raises', '$6', 'Million', 'From', 'Accel', 'And', 'Super', 'Angels', ':', 'When', 'you', 'want', 'to', 'hang', 'out', '...', 'http://migre.me/1kO1K']","[0, 1, 0, 0, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
534,"['@TheTiniestVole', 'It', 'is', '.', 'It', ""'s"", 'getting', 'across', 'London', 'that', ""'s"", 'the', 'killer', '.', 'Still', 'miss', 'it', ',', 'though', '.', 'Lived', 'there', 'for', '20', 'years', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
535,"['im', 'doin', 'the', 'most', 'Homework', 'on', 'a', 'friday', '#blown']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
536,"['NEW', 'ORLEANS', '!', '-', 'Tonight', '@damionyancy', 'at', 'Republic', '!']","[7, 8, 0, 0, 0, 0, 0, 7, 0]"
537,"['How', 'many', 'times', '.', 'Can', 'you', 'possibly', '.', 'Make', 'an', 'excuse', '.', 'To', 'play', 'a', 'goddamn', 'banjo', '.', 'In', 'an', 'hour-long', 'show', '.', 'A', 'show', 'that', 'has', 'nothing', 'to', 'do', 'with', 'banjos', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
538,"['@Kalyro', 'LOL', 'PROBABLY', '.', 'I', 'JUST', 'SPENT', 'A', 'FEW', 'MINUTES', 'SHELTER-STALKING', 'BEFORE', 'REALIZING', 'THAT', 'I', 'HAVE', '3', 'LEGENDARY/NOVELTIES', 'ALREADY', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
539,"['GuitarNews', ':', 'RockHouse', ':', 'The', 'Weekend', 'Read', 'For', 'Sept', '.', '17th', '2010', '-', 'Guitar', 'Lessons', ',', 'Articles', 'and', 'More', ':', 'http://bit.ly/bmHnln']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
540,"['CAFE', 'NINE', 'TONIGHT', 'AT', '11', '!!']","[7, 8, 0, 0, 0, 0]"
541,"['Information', 'Underground', ':', 'This', 'Week', 'on', 'Information', 'Underground', 'http://fb.me/JGgSgWBg']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
542,"['para', 'com', 'isso', 'ce', 'o', 'neymar', 'ser', 'afastado', 'o', 'time', 'acaba']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
543,"['Good', 'prospects', 'for', 'dabigatran', 'on', 'Monday', '.', 'RT', '@DrJennyK', ':', 'FDA', 'Suggests', '#Afib', 'Drug', 'Okay', 'Even', 'Before', 'Vote', 'http://bit.ly/dpOphU', '#FDACV']","[0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
544,"['Whomever', 'said', ',', '&quot;', 'M&amp;M', ""'s"", 'melt', 'in', 'your', 'mouth', ',', 'not', 'in', 'your', 'hand', '&quot;', 'never', 'had', 'a', '1/4', 'of', 'a', 'bag', 'in', 'their', 'hand', 'at', 'one', 'time', '#myhandismulicolored', '#Pretty']","[0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
545,"['@BadAssAlexander', '*sighs*', 'Studying', 'for', 'a', 'exam', 'coming', 'up', 'soon', '.', '*huffs', 'before', 'smiling*', 'Wanna', 'go', 'out', 'tonight', '?', '(', 'LMAO', 'I', 'honestly', 'thought', 'today', '-']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
546,"['@1STLADYNHEELS', 'Alright', ',', ""I'll"", 'get', 'there', 'around', 'that', 'time', '.', ""I'll"", 'call/text', 'you', 'when', 'I', 'arrive', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
547,"['Did', '@kanyewest', 'drop', 'his', 'Good', 'Friday', 'song', 'yet', 'today', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
548,"['@BenArch', '100-', 'Tim', 'Bulmer', 'had', 'a', '100%', 'likelihood', 'of', 'getting', 'his', 'YPF', 'detail', 'form', 'in', 'this', 'week', '.', 'Punctuality', '.']","[0, 0, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
549,"['headin', 'to', 'get', 'shitty', 'in', 'a', 'few', '...', '1st', 'n', 'summit', '...', 'then', 'rehab', '...', 'my', 'life', 'will', 'be', 'a', 'blur', 'after', 'this', 'night']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
550,"['You', 'think', ""I'm"", 'pretty', 'without', 'any', 'makeup', 'on', ',', 'you', 'think', ""I'm"", 'funny', 'when', 'I', 'tell', 'the', 'punchline', 'wrong', '.', 'Know', 'you', 'get', 'me', 'so', 'I', 'let', 'my', 'walls', 'come', 'down']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
551,"['RT', '@ThePoochStore', ':', 'One', 'reason', 'a', 'dog', 'can', 'be', 'such', 'a', 'comfort', 'when', ""you're"", 'feeling', 'blue', 'is', 'that', 'he', ""doesn't"", 'try', 'to', 'find', 'out', 'why', '.', '~Author', 'Unknown']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
552,"['RT', '@dsteel', 'If', 'you', 'feel', 'as', 'though', 'your', 'company', 'is', 'having', 'problems', 'generating', 'sales', ',', 'it', 'might', 'be', 'time', 'to', 'bring', 'in', 'a', 'sales', 'training', 'speaker', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
553,"[""'Science"", 'and', 'the', 'media', ':', '11', '-', '17', 'September', ':', 'Under', 'the', 'headline', '""', 'China', 'needs', 'to', 'elaborate', 'on', 'plans', 'to', 'modernize', 'its', 'f', '...', ""http://bit.ly/bVaPzc'""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
554,"['e', 'tem', 'mais', '....', 'Robinho', 'no', 'meu', 'time', 'eh', 'banco', ',', 'mesmo', 'com', 'o', 'Pato', 'machucado', '!', 'Tenho', 'dito', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
555,"['@RiffTrax', ""I've"", 'suffered', 'through', 'the', 'era', 'of', 'HSM', 'popularity', '.', ""I've"", 'wanted', 'a', 'riff', 'for', 'the', 'damn', 'thing', 'for', 'years', '.', ""You've"", 'made', 'me', 'very', 'happy']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
556,"['estonia', 'tomorrow', 'with', '@MyiaOnFyia', 'and', 'the', 'rest', 'of', 'our', 'team', '!', 'ready', 'for', 'some', 'good', 'practice', 'games', '!', ':)']","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
557,"['&quot;', 'I', 'gotta', 'admit', ',', 'Alex', 'sounds', 'hot', 'when', 'he', 'talks', 'in', 'spanish', 'during', 'the', ""'"", 'Alejandro', ""'"", 'Cover', '&quot;', '-via', 'someone', ""'s"", 'tumblr']","[0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1]"
558,"['@OGOchoCinco', 'depends', 'what', 'Leo', ""'s"", 'revamped', 'D', 'can', 'do', 'to', 'him', 'on', 'Sunday', '.', 'Go', 'Lions', '!!']","[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]"
559,"['@BeLIEveNcRisS', 'omg', 'yayyy', 'I', 'got', 'mine', 'today', 'too', '!!!!!', ':D', ""didn't"", 'have', 'time', 'to', 'try', 'it', 'on', 'tho', '!!', 'I', 'was', 'running', 'out', 'the', 'door', 'to', 'go', 'to', 'the', 'concert', '!:', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
560,"['Change', 'of', 'Plans', 'on', 'Saturday', '!', ""We'll"", 'be', '@', 'Glover', 'Park', 'farmers', 'market', ',', '9-1', 'in', 'DC', '.', 'Come', 'by', 'and', 'try', 'some', 'old', 'favorites', '&amp;', 'crazy', 'new', 'flavors', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
561,"['@KathyReid', 'have', 'a', 'fun', 'day', 'of', 'freedom']","[0, 0, 0, 0, 0, 0, 0]"
562,"['California', 'Woman', 'Dies', 'in', 'Accident', 'Hours', 'Before', 'DUI', 'Class', ':', 'Woman', 'was', 'drinking', 'until', 'early', 'morning', 'before', 'court', 'orde', '...', 'http://bit.ly/aiHEvj']","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
563,"['@JoxVox', 'Just', 'stressing', 'about', 'the', 'fitted', 'ones', 'though', '-', 'opro', 'were', 'in', 'school', 'today', 'and', 'I', 'had', 'forgotten', 'to', 'register', 'him', 'for', 'fitting', '...', 'whoops']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
564,"['@buffystar', 'Turn', 'your', 'phone', 'off', 'tomorrow', '!']","[0, 0, 0, 0, 0, 0, 0]"
565,"['RT', '@ddockett', ':', 'I', 'got', 'another', 'account', '...', 'someone', 'else', 'will', 'tweet', 'when', 'they', 'think', 'I', 'would', '!', '#fact', '|', 'Although', '@NFL', 'will', 'probably', 'figure', 'that', 'out']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
566,"['$$', '#forex', '#fx', ':', 'Forex', 'Articles', 'for', 'the', 'Weekend', 'September', '18lo', 'http://www.forexcrunch.com/forex-articles-for-the-weekend-september-18lo/']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
